drug,community,targets_in_module,module_size,module_coverage
PEGINTERFERON ALFA-2A,3,1,10,0.1
PEGINTERFERON ALFA-2B,1,2,21,0.09523809523809523
PEGINTERFERON ALFACON-1,1,1,21,0.047619047619047616
PEGINTERFERON BETA-1A,1,1,21,0.047619047619047616
PEGMUSIRUDIN,2,1,15,0.06666666666666667
PEGNIVACOGIN,2,1,15,0.06666666666666667
PEGPLERANIB SODIUM,1,1,21,0.047619047619047616
PENICILLIN,1,1,21,0.047619047619047616
PENTETIC ACID,3,1,10,0.1
PENTOXIFYLLINE,2,1,15,0.06666666666666667
PETROSIOL A,1,1,21,0.047619047619047616
PF-00477736,3,1,10,0.1
PF-01247324,6,1,14,0.07142857142857142
PF-04236921,1,1,21,0.047619047619047616
PF-04418948,5,1,10,0.1
PF-04531083,6,1,14,0.07142857142857142
PF-04691502,2,1,15,0.06666666666666667
PF-04691502,3,1,10,0.1
PF-04852946,5,1,10,0.1
PF-06843195,2,1,15,0.06666666666666667
PF-562271,1,1,21,0.047619047619047616
PGD2,5,2,10,0.2
PGN-9856,5,1,10,0.1
PHENACEMIDE,6,2,14,0.14285714285714285
PHENAZOPYRIDINE HYDROCHLORIDE,6,2,14,0.14285714285714285
PHENYLEPHRINE,2,1,15,0.06666666666666667
PHENYTOIN SODIUM,6,2,14,0.14285714285714285
PHORBOL 12-MYRISTATE 13-ACETATE,1,1,21,0.047619047619047616
PHORBOL 12-MYRISTATE 13-ACETATE,6,1,14,0.07142857142857142
PHOSPHODIESTERASE INHIBITOR,3,1,10,0.1
PHTPP,1,1,21,0.047619047619047616
PHYTOSTEROL,5,1,10,0.1
PI 3-KG INHIBITOR II,2,1,15,0.06666666666666667
PI-103,2,1,15,0.06666666666666667
PICIBANIL,1,1,21,0.047619047619047616
PICIBANIL,2,1,15,0.06666666666666667
PICTILISIB,2,1,15,0.06666666666666667
PIK-108,2,1,15,0.06666666666666667
PIK-75,2,1,15,0.06666666666666667
PILARALISIB,2,1,15,0.06666666666666667
PILSICAINIDE,6,1,14,0.07142857142857142
PIM447,2,2,15,0.13333333333333333
PIP2,6,1,14,0.07142857142857142
PLASMIN,2,4,15,0.26666666666666666
PLASMINOGEN,2,3,15,0.2
POLO-LIKE KINASE 1 INHIBITOR GSK461364,3,1,10,0.1
POLY IC,1,1,21,0.047619047619047616
PONATINIB,1,1,21,0.047619047619047616
PP-121,2,1,15,0.06666666666666667
PP2,1,1,21,0.047619047619047616
PQR620,2,1,15,0.06666666666666667
PRAVASTATIN SODIUM,5,1,10,0.1
PREDNISOLONE,1,1,21,0.047619047619047616
PREDNISOLONE,2,1,15,0.06666666666666667
PREDNISONE,1,1,21,0.047619047619047616
PREDNISONE,2,1,15,0.06666666666666667
PREDNISONE,5,1,10,0.1
PRENYLAMINE,6,1,14,0.07142857142857142
PRILOCAINE,6,2,14,0.14285714285714285
PRILOCAINE HYDROCHLORIDE,6,2,14,0.14285714285714285
PRIMIDONE,6,2,14,0.14285714285714285
PRINABEREL,1,1,21,0.047619047619047616
PROCAINAMIDE,6,1,14,0.07142857142857142
PROCAINAMIDE HYDROCHLORIDE,6,2,14,0.14285714285714285
PROCAINE,6,1,14,0.07142857142857142
PROCAINE HYDROCHLORIDE,6,2,14,0.14285714285714285
PROPAFENONE,6,1,14,0.07142857142857142
PROPAFENONE HYDROCHLORIDE,6,2,14,0.14285714285714285
PROPARACAINE,6,1,14,0.07142857142857142
PROPARACAINE HYDROCHLORIDE,6,2,14,0.14285714285714285
PROPOXYCAINE HYDROCHLORIDE,6,2,14,0.14285714285714285
PROTEASE INHIBITOR,1,1,21,0.047619047619047616
PROTEASE INHIBITOR,6,1,14,0.07142857142857142
PROTEASOME INHIBITOR,1,1,21,0.047619047619047616
PTHRP,3,1,10,0.1
PUQUITINIB,1,1,21,0.047619047619047616
PUQUITINIB,2,1,15,0.06666666666666667
PUROMYCIN,1,1,21,0.047619047619047616
PYRIDOXAL PHOSPHATE ANHYDROUS,2,1,15,0.06666666666666667
PYRIMETHAMINE,5,1,10,0.1
QUERCETIN,2,1,15,0.06666666666666667
QUERCETIN,5,1,10,0.1
QUINESTROL,1,1,21,0.047619047619047616
QUINIDINE,6,1,14,0.07142857142857142
QUINIDINE GLUCONATE,6,2,14,0.14285714285714285
QUINIDINE POLYGALACTURONATE,6,2,14,0.14285714285714285
QUINIDINE SULFATE,6,2,14,0.14285714285714285
QUINOSTATIN,2,1,15,0.06666666666666667
QUIZARTINIB,1,1,21,0.047619047619047616
"R,R-THC",1,1,21,0.047619047619047616
R1295,0,1,4,0.25
RABEPRAZOLE,1,1,21,0.047619047619047616
RADIOSUMIN B,2,1,15,0.06666666666666667
RALFINAMIDE,6,2,14,0.14285714285714285
RALOXIFEN,1,1,21,0.047619047619047616
RALOXIFENE HYDROCHLORIDE,1,2,21,0.09523809523809523
RAMATROBAN,5,1,10,0.1
RANOLAZINE,2,1,15,0.06666666666666667
RANOLAZINE,6,1,14,0.07142857142857142
RASGRP ACTIVATOR 1,6,1,14,0.07142857142857142
REBASTINIB,1,1,21,0.047619047619047616
RECOMBINANT CYTOKINE,1,1,21,0.047619047619047616
RECOMBINANT CYTOKINE,5,1,10,0.1
RECOMBINANT EOTAXIN,1,1,21,0.047619047619047616
RECOMBINANT EOTAXIN,2,1,15,0.06666666666666667
RECOMBINANT FLT3 LIGAND,1,1,21,0.047619047619047616
RECOMBINANT HUMAN MONOCYTE CHEMOATTRACTANT PROTEIN-2,1,1,21,0.047619047619047616
RECOMBINANT HUMAN STEM CELL FACTOR,1,1,21,0.047619047619047616
RECOMBINANT HUMAN STEM CELL FACTOR,3,1,10,0.1
RECOMBINANT INTERFERON GAMMA,1,1,21,0.047619047619047616
RECOMBINANT INTERLEUKIN-8,1,1,21,0.047619047619047616
REGORAFENIB,1,1,21,0.047619047619047616
REPAGLINIDE,3,2,10,0.2
RETEPLASE,2,2,15,0.13333333333333333
RG-1530,1,1,21,0.047619047619047616
RIBAVIRIN,1,1,21,0.047619047619047616
RIBAVIRIN,2,1,15,0.06666666666666667
RIBAVIRIN,3,1,10,0.1
RIBOCICLIB,1,1,21,0.047619047619047616
RIBOCICLIB,3,1,10,0.1
RILAPLADIB,5,1,10,0.1
RILPIVIRINE,6,1,14,0.07142857142857142
RILUZOLE,6,2,14,0.14285714285714285
RINUCUMAB,1,1,21,0.047619047619047616
RIPRETINIB,1,1,21,0.047619047619047616
RISOVALISIB,2,1,15,0.06666666666666667
RITONAVIR,5,2,10,0.2
RITUXIMAB,1,4,21,0.19047619047619047
RIVAROXABAN,2,1,15,0.06666666666666667
RIVASTIGMINE,5,1,10,0.1
ROMIDEPSIN,3,1,10,0.1
ROMIPLOSTIM,1,1,21,0.047619047619047616
RONICICLIB,3,1,10,0.1
RONOPTERIN,1,1,21,0.047619047619047616
ROPEGINTERFERON ALFA-2B,1,1,21,0.047619047619047616
ROPIVACAINE,6,1,14,0.07142857142857142
ROPIVACAINE HYDROCHLORIDE,6,2,14,0.14285714285714285
ROSUVASTATIN,5,1,10,0.1
RUBOXISTAURIN,2,1,15,0.06666666666666667
RUBOXISTAURIN,6,1,14,0.07142857142857142
RUFINAMIDE,6,2,14,0.14285714285714285
RUXOLITINIB,1,1,21,0.047619047619047616
RV1729,2,1,15,0.06666666666666667
RV6153,2,1,15,0.06666666666666667
S-5751,5,1,10,0.1
SACITUZUMAB GOVITECAN,1,1,21,0.047619047619047616
SAFINAMIDE,6,1,14,0.07142857142857142
SALVIANOLIC ACID B,1,1,21,0.047619047619047616
SAMOTOLISIB,2,1,15,0.06666666666666667
SAPANISERTIB,2,1,15,0.06666666666666667
SAPANISERTIB,3,1,10,0.1
SAPROPTERIN,1,1,21,0.047619047619047616
SAQUINAVIR,1,1,21,0.047619047619047616
SAR260301,2,1,15,0.06666666666666667
SARILUMAB,1,1,21,0.047619047619047616
SATRALIZUMAB,1,1,21,0.047619047619047616
SELECTIVE ESTROGEN RECEPTOR MODULATOR,1,1,21,0.047619047619047616
SELENIUM,1,1,21,0.047619047619047616
SELETALISIB,2,1,15,0.06666666666666667
SENKTIDE,0,1,4,0.25
SEPETAPROST,5,1,10,0.1
SERABELISIB,2,1,15,0.06666666666666667
SERALUTINIB,1,1,21,0.047619047619047616
SETMELANOTIDE,3,2,10,0.2
SGI-1776,2,2,15,0.13333333333333333
SIFALIMUMAB,1,1,21,0.047619047619047616
SIGNAL TRANSDUCTION INHIBITOR,1,1,21,0.047619047619047616
SILDENAFIL,1,1,21,0.047619047619047616
SILIBININ,2,1,15,0.06666666666666667
SILMITASERTIB,2,1,15,0.06666666666666667
SILTUXIMAB,1,1,21,0.047619047619047616
SIMVASTATIN,3,1,10,0.1
SIMVASTATIN,5,1,10,0.1
SIROLIMUS,3,2,10,0.2
SIRUKUMAB,1,2,21,0.09523809523809523
SIVIFENE,1,1,21,0.047619047619047616
SLIGKV-NH2,5,1,10,0.1
SLIGRL-NH2,5,1,10,0.1
SNS-314,1,1,21,0.047619047619047616
SODIUM CHLORIDE,1,1,21,0.047619047619047616
SODIUM SALICYLATE,3,1,10,0.1
SOMATROPIN (RECOMBINANT DNA ORIGIN),2,2,15,0.13333333333333333
SORAFENIB,1,2,21,0.09523809523809523
SOTRASTAURIN,1,1,21,0.047619047619047616
SOTRASTAURIN,6,1,14,0.07142857142857142
SOY PROTEIN ISOLATE,5,1,10,0.1
SOYBEAN SEED OIL,5,1,10,0.1
SPIRONOLACTONE,1,1,21,0.047619047619047616
SQ-29548,5,1,10,0.1
SR-123781A,2,1,15,0.06666666666666667
STA2,5,1,10,0.1
STAUROSPORINE,2,2,15,0.13333333333333333
STAUROSPORINE,5,1,10,0.1
STREPTOKINASE,2,1,15,0.06666666666666667
STREPTOZOCIN,1,1,21,0.047619047619047616
STREPTOZOCIN,2,1,15,0.06666666666666667
STX-478,2,1,15,0.06666666666666667
SU-014813,1,1,21,0.047619047619047616
SULFATED PENTAGALLOYLGLUCOSIDE,2,1,15,0.06666666666666667
SULPROSTONE,5,1,10,0.1
SUNITINIB,1,2,21,0.09523809523809523
SUTIMLIMAB,4,1,8,0.125
"SYNTHETIC CONJUGATED ESTROGENS, B",1,1,21,0.047619047619047616
TAFLUPROST,5,1,10,0.1
TAFLUPROST ACID,5,1,10,0.1
TAK-593,1,1,21,0.047619047619047616
TAMATINIB,1,1,21,0.047619047619047616
TAMOXIFEN,1,1,21,0.047619047619047616
TAMOXIFEN,2,2,15,0.13333333333333333
TANDUTINIB,1,1,21,0.047619047619047616
TAPRENEPAG,5,1,10,0.1
TAS-108,1,1,21,0.047619047619047616
TASELISIB,2,1,15,0.06666666666666667
TELATINIB,1,1,21,0.047619047619047616
TEMOZOLOMIDE,3,1,10,0.1
TENALISIB,2,1,15,0.06666666666666667
TENECTEPLASE,2,1,15,0.06666666666666667
TERUTROBAN,5,1,10,0.1
TESMILIFENE,1,1,21,0.047619047619047616
TESTOSTERONE,1,1,21,0.047619047619047616
TETRACAINE,6,2,14,0.14285714285714285
TETRADECANOYLPHORBOL ACETATE,1,1,21,0.047619047619047616
TETRODOTOXIN,6,2,14,0.14285714285714285
TG-100-115,2,1,15,0.06666666666666667
TG100-801,1,1,21,0.047619047619047616
TG11-77,5,1,10,0.1
TG4-155,5,1,10,0.1
TG6-129,5,1,10,0.1
TG7-171,5,1,10,0.1
TG8-260,5,1,10,0.1
THALIDOMIDE,1,2,21,0.09523809523809523
THALIDOMIDE,2,1,15,0.06666666666666667
THERAPEUTIC CORTICOSTEROID,5,2,10,0.2
THROMBIN,2,2,15,0.13333333333333333
TIAPRIDE,6,1,14,0.07142857142857142
TILARGININE,1,1,21,0.047619047619047616
TILARGININE ACETATE,1,1,21,0.047619047619047616
TIPIFARNIB,3,1,10,0.1
TIROFIBAN,2,3,15,0.2
TIVOZANIB HYDROCHLORIDE,1,1,21,0.047619047619047616
TNP-470,2,1,15,0.06666666666666667
TOCAINIDE,6,1,14,0.07142857142857142
TOCAINIDE HYDROCHLORIDE,6,2,14,0.14285714285714285
TOCILIZUMAB,1,2,21,0.09523809523809523
TOLPERISONE,1,1,21,0.047619047619047616
TOMIVOSERTIB,1,1,21,0.047619047619047616
TOPIRAMATE,6,2,14,0.14285714285714285
TOREMIFENE,1,1,21,0.047619047619047616
TOZASERTIB,1,1,21,0.047619047619047616
TRAMETINIB DIMETHYL SULFOXIDE,3,1,10,0.1
TRANEXAMIC ACID,2,1,15,0.06666666666666667
TRANS-CINNAMOYL-LIGRLO [N-[3H]PROPIONYL]-NH2,5,1,10,0.1
TRAPIDIL,1,1,21,0.047619047619047616
TRENONACOG ALFA,2,1,15,0.06666666666666667
TREPROSTINIL,5,1,10,0.1
TRETINOIN,5,1,10,0.1
TRIAMCINOLONE,5,1,10,0.1
TRILOSTANE,1,1,21,0.047619047619047616
TROGLITAZONE,5,1,10,0.1
TROPLASMINOGEN ALFA,2,1,15,0.06666666666666667
TTP889,2,1,15,0.06666666666666667
TYROSINE KINASE INHIBITOR,2,1,15,0.06666666666666667
U46609,5,1,10,0.1
U46619,5,3,10,0.3
UAMC00039,1,1,21,0.047619047619047616
UBENIMEX,1,1,21,0.047619047619047616
UCB-1184197,0,1,4,0.25
ULIXERTINIB,3,1,10,0.1
UROKINASE,1,1,21,0.047619047619047616
UROKINASE,2,1,15,0.06666666666666667
UZANSERTIB,2,2,15,0.13333333333333333
VACCINE,1,1,21,0.047619047619047616
VALPROIC ACID,3,1,10,0.1
VALZIFLOCEPT,1,1,21,0.047619047619047616
VANDETANIB,1,1,21,0.047619047619047616
VAPIPROST,5,1,10,0.1
VARGATEF,1,1,21,0.047619047619047616
VATALANIB,1,1,21,0.047619047619047616
VEDOLIZUMAB,0,1,4,0.25
VEMURAFENIB,3,1,10,0.1
VERAPAMIL,6,1,14,0.07142857142857142
VERNAKALANT HYDROCHLORIDE,6,2,14,0.14285714285714285
VIAGENPUMATUCEL-L,1,1,21,0.047619047619047616
VINBLASTINE,3,1,10,0.1
VINCRISTINE,1,2,21,0.09523809523809523
VINCRISTINE,2,1,15,0.06666666666666667
VITAMIN A PALMITATE,1,1,21,0.047619047619047616
VITAMIN B6,1,1,21,0.047619047619047616
VITAMIN B6,2,1,15,0.06666666666666667
VITAMIN E,5,1,10,0.1
VITAMIN K,1,1,21,0.047619047619047616
VITAMIN K3,2,2,15,0.13333333333333333
VOBARILIZUMAB,1,1,21,0.047619047619047616
VON WILLEBRAND FACTOR,2,2,15,0.13333333333333333
VONICOG ALFA,2,1,15,0.06666666666666667
VORUCICLIB,2,1,15,0.06666666666666667
VS-5584,2,1,15,0.06666666666666667
VULOLISIB,2,1,15,0.06666666666666667
WARFARIN,1,1,21,0.047619047619047616
WARFARIN,2,1,15,0.06666666666666667
WAY200070,1,1,21,0.047619047619047616
WORTMANNIN,2,1,15,0.06666666666666667
X-82,1,1,21,0.047619047619047616
XIMELAGATRAN,2,1,15,0.06666666666666667
XL-820,1,1,21,0.047619047619047616
XL-999,1,1,21,0.047619047619047616
XL413,2,1,15,0.06666666666666667
XL820,1,1,21,0.047619047619047616
XL999,1,1,21,0.047619047619047616
YSIL6,1,1,21,0.047619047619047616
ZANDELISIB,2,1,15,0.06666666666666667
ZILTIVEKIMAB,1,1,21,0.047619047619047616
ZONISAMIDE,6,3,14,0.21428571428571427
ZSTK474,2,1,15,0.06666666666666667
[125I]BOP,5,1,10,0.1
[125I]EPIBATIDINE,3,1,10,0.1
[125I]PTA-OH,5,1,10,0.1
[125I]SAP,5,1,10,0.1
[125I]SQ-29548,5,1,10,0.1
[3H]2-FUROYL-LIGRL-NH2,5,1,10,0.1
[3H]CYTISINE,3,1,10,0.1
[3H]PGF2&ALPHA;,5,1,10,0.1
[3H]SQ-29548,5,1,10,0.1
nan,0,2,4,0.5
nan,1,10,21,0.47619047619047616
nan,2,11,15,0.7333333333333333
nan,3,3,10,0.3
nan,4,3,8,0.375
nan,5,5,10,0.5
nan,6,2,14,0.14285714285714285
