drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,mean_interaction_score,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,mean_interaction_score_norm,hub_component,centrality_component,module_component,evidence_component,drug_score
SOYBEAN SEED OIL,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.3621218705909966,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.006791338948089193,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.006791338948089193,0.32838089962685224
GINKGO BILOBA EXTRACT,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.3621218705909966,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.006791338948089193,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.006791338948089193,0.32838089962685224
DONEPEZIL,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.3394892536790592,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.006360258800063188,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.006360258800063188,0.32835934561945096
SOY PROTEIN ISOLATE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.3017682254924971,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.005641791886686518,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.005641791886686518,0.32832342227378214
NORETHINDRONE ACETATE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.3017682254924971,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.005641791886686518,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.005641791886686518,0.32832342227378214
RIVASTIGMINE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.2586584789935689,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0048206868428274634,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0048206868428274634,0.3282823670215892
GALANTAMINE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.2263261691193728,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.004204858059933174,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.004204858059933174,0.32825157558244444
FLUVASTATIN,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.2263261691193728,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.004204858059933174,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.004204858059933174,0.32825157558244444
IRBESARTAN,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.2263261691193728,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.004204858059933174,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.004204858059933174,0.32825157558244444
GANCICLOVIR,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.2263261691193728,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.004204858059933174,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.004204858059933174,0.32825157558244444
BUTHIONINE SULFOXIMINE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.1646008502686348,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0030291849289531664,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0030291849289531664,0.32819279192589546
PRAVASTATIN SODIUM,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.1341192113299987,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0024486056050124216,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0024486056050124216,0.3281637629596984
VITAMIN E,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.1131630845596864,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.002049457319803159,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.002049457319803159,0.3281438055454379
BUPROPION HYDROCHLORIDE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.1065064325267637,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0019226690409719822,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0019226690409719822,0.3281374661314964
HUMAN CHORIONIC GONADOTROPIN,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.095295229,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0017091308851912479,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0017091308851912479,0.32812678922370736
TRIAMCINOLONE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.078722146,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0013934657943762724,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0013934657943762724,0.3281110059691666
LORAZEPAM,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.072424374,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0012735130511050288,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0012735130511050288,0.32810500833200307
TROGLITAZONE,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.069638821,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.0012204570300427481,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.0012204570300427481,0.3281023555309499
TRETINOIN,1,1,0.3393030571873309,0.3393030571873309,0.3393030571873309,0.2469135802469135,0.3307782000107314,0.4402173913043478,0.019896806,1,0.125,0.125,0.0,0.3333333333333333,0.3979447586353343,1.0,0.0,0.11785714285714288,0.11785714285714288,0.00027302813692160234,0.3333333333333333,0.49897237931766714,0.05892857142857144,0.00027302813692160234,0.32805498408629385
"INSULIN, REGULAR, HUMAN",2,1,0.3520266349001119,0.17601331745005594,0.2665861073578441,0.09876543209876534,0.0963490684441735,0.3329254518072289,0.39173512926198933,2,0.1111111111111111,0.08187134502923976,0.25,0.3333333333333333,0.41744779332106857,0.37103127023892724,0.5,0.09523809523809525,0.04761904761904762,0.007355378359929844,0.3333333333333333,0.37003327773221245,0.2880952380952381,0.007355378359929844,0.3226667942965958
ARSENIC TRIOXIDE,2,1,0.3462741280404126,0.1731370640202063,0.2665861073578441,0.1049382716049382,0.10074354228309175,0.3137293781725888,0.1063608065,2,0.1111111111111111,0.08187134502923976,0.25,0.3333333333333333,0.40863019945343004,0.35995235328337216,0.5,0.09523809523809525,0.04761904761904762,0.0019198953233140552,0.3333333333333333,0.3623008057117267,0.2880952380952381,0.0019198953233140552,0.3193020313365707
EPERISONE,1,1,0.3097835423608734,0.3097835423608734,0.3097835423608734,0.1358024691358024,0.3823806452564623,0.4111675126903553,13.12691780892362,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.35269646962711537,0.886295049686323,0.0,0.0,0.0,0.2499205424347548,0.3333333333333333,0.4422367497194546,0.0,0.2499205424347548,0.30605739367618623
FENTANYL CITRATE,2,1,0.40728893802204347,0.20364446901102173,0.2665861073578441,0.12962962962962954,0.11277872876530325,0.3685250486381323,0.06874319649999999,1,0.10526315789473684,0.10526315789473684,0.25,0.3333333333333333,0.5021553055420964,0.47746251525835404,0.0,0.08571428571428573,0.08571428571428573,0.0012033982010289418,0.3333333333333333,0.44431640734855443,0.042857142857142864,0.0012033982010289418,0.3030248280875684
TOLPERISONE,1,1,0.3097835423608734,0.3097835423608734,0.3097835423608734,0.1358024691358024,0.3823806452564623,0.4111675126903553,4.375639269641208,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.35269646962711537,0.886295049686323,0.0,0.0,0.0,0.08323621853136706,0.3333333333333333,0.4422367497194546,0.0,0.08323621853136706,0.29772317748101684
TESTOSTERONE,1,1,0.3097835423608734,0.3097835423608734,0.3097835423608734,0.1358024691358024,0.3823806452564623,0.4111675126903553,0.6731752722524935,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.35269646962711537,0.886295049686323,0.0,0.0,0.0,0.012715927649164516,0.3333333333333333,0.4422367497194546,0.0,0.012715927649164516,0.2941971629369067
DESIRUDIN,2,1,0.370402915295588,0.185201457647794,0.2206464552073358,0.17283950617283944,0.040956508276978304,0.3418083584935643,1.0034360731172292,1,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.445615439406001,0.4064226725299479,0.0,0.18571428571428572,0.18571428571428572,0.019006356876942673,0.3333333333333333,0.39473452146198484,0.09285714285714286,0.019006356876942673,0.2940822216667363
DEHYDRATED ALCOHOL,1,1,0.3097835423608734,0.3097835423608734,0.3097835423608734,0.1358024691358024,0.3823806452564623,0.4111675126903553,0.3323270331373069,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.35269646962711537,0.886295049686323,0.0,0.0,0.0,0.006223841031700529,0.3333333333333333,0.4422367497194546,0.0,0.006223841031700529,0.2938725586060335
MELAGATRAN,2,1,0.370402915295588,0.185201457647794,0.2206464552073358,0.17283950617283944,0.040956508276978304,0.3418083584935643,0.18799739074720545,1,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.445615439406001,0.4064226725299479,0.0,0.18571428571428572,0.18571428571428572,0.0034748154175547295,0.3333333333333333,0.39473452146198484,0.09285714285714286,0.0034748154175547295,0.2933056445937669
BORTEZOMIB,2,1,0.370402915295588,0.185201457647794,0.2206464552073358,0.17283950617283944,0.040956508276978304,0.3418083584935643,0.0306042265,1,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.445615439406001,0.4064226725299479,0.0,0.18571428571428572,0.18571428571428572,0.00047697081098693056,0.3333333333333333,0.39473452146198484,0.09285714285714286,0.00047697081098693056,0.2931557523634385
PEGINTERFERON ALFA-2B,2,1,0.3830470127076383,0.19152350635381915,0.2665861073578441,0.1049382716049382,0.10869474745651915,0.3609375,0.09581012834026895,1,0.10526315789473684,0.10526315789473684,0.25,0.3333333333333333,0.46499664459558454,0.43077430019812873,0.0,0.08571428571428573,0.08571428571428573,0.001718938097706057,0.3333333333333333,0.4117306123572309,0.042857142857142864,0.001718938097706057,0.29001628708587285
GEDATOLISIB,2,1,0.2961432748053966,0.1480716374026983,0.172297774510919,0.08024691358024685,0.01762836788503995,0.34633963074280805,0.07750931745369195,2,0.08333333333333333,0.06798245614035087,0.25,0.3333333333333333,0.33178830863164843,0.26340391389030876,0.5,0.05,0.02499999999999999,0.0013703652262313276,0.3333333333333333,0.29491532848291685,0.27,0.0013703652262313276,0.28870131632114493
ATORVASTATIN CALCIUM TRIHYDRATE,2,1,0.2862111325587491,0.14310556627937454,0.172297774510919,0.055555555555555504,0.02005931772475885,0.35370182555780927,0.22730593608525756,2,0.1111111111111111,0.08187134502923976,0.25,0.3333333333333333,0.3165640596733203,0.24427531798853536,0.5,0.09523809523809525,0.04761904761904762,0.004223519538202699,0.3333333333333333,0.28156462523322073,0.2880952380952381,0.004223519538202699,0.2871227403559127
SIRUKUMAB,2,1,0.3699660395776456,0.1849830197888228,0.2665861073578441,0.09876543209876534,0.0963490684441735,0.35983455882352944,2.555318380387016,1,0.10526315789473684,0.10526315789473684,0.25,0.3333333333333333,0.44494578481098673,0.40558128113015823,0.0,0.08571428571428573,0.08571428571428573,0.04856483247610977,0.3333333333333333,0.3941472767445408,0.042857142857142864,0.04856483247610977,0.28532524755971705
MIDOSTAURIN,2,1,0.3699660395776456,0.1849830197888228,0.2665861073578441,0.09876543209876534,0.0963490684441735,0.35983455882352944,0.0388821685,1,0.10526315789473684,0.10526315789473684,0.25,0.3333333333333333,0.44494578481098673,0.40558128113015823,0.0,0.08571428571428573,0.08571428571428573,0.0006346395629741801,0.3333333333333333,0.3941472767445408,0.042857142857142864,0.0006346395629741801,0.28292873791406026
AMIODARONE HYDROCHLORIDE,2,1,0.3261877274643937,0.16309386373219684,0.2312218007833804,0.06172839506172835,0.14104938271604933,0.28650381341881287,2.031000395257481,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3778412361611215,0.3212673817839451,0.0,0.2761904761904762,0.2761904761904762,0.03857822440856799,0.3333333333333333,0.3353008326157442,0.1380952380952381,0.03857822440856799,0.28033495855244034
LUSUTROMBOPAG,2,1,0.34449195550181344,0.17224597775090672,0.2206464552073358,0.14197530864197525,0.04031646093218185,0.334446163678563,0.32862577601681453,1,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.40589843849586954,0.35652001638449143,0.0,0.18571428571428572,0.18571428571428572,0.006153343728026265,0.3333333333333333,0.3599052241632822,0.09285714285714286,0.006153343728026265,0.2795078520898094
AVATROMBOPAG,2,1,0.34449195550181344,0.17224597775090672,0.2206464552073358,0.14197530864197525,0.04031646093218185,0.334446163678563,0.281679236585841,1,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.40589843849586954,0.35652001638449143,0.0,0.18571428571428572,0.18571428571428572,0.005259159849690103,0.3333333333333333,0.3599052241632822,0.09285714285714286,0.005259159849690103,0.2794631428958926
VITAMIN K3,2,1,0.3445325197029682,0.1722662598514841,0.2206464552073358,0.14197530864197525,0.0409147989392889,0.3339086719731881,0.047647615,1,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.4059606163706765,0.35659814013591373,0.0,0.18571428571428572,0.18571428571428572,0.000801593741955623,0.3333333333333333,0.3599597502261123,0.09285714285714286,0.000801593741955623,0.27926207501563793
HEXYLCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.792953767165841,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.01499733114388562,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.01499733114388562,0.27678024278315305
VERNAKALANT HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.5359053145712454,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.010101366818351139,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.010101366818351139,0.27653544456687634
DIBUCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.2643179223886136,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.004928481434410635,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.004928481434410635,0.2762768002976793
ETHOTOIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.15388013694476022,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.0028249890684133873,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.0028249890684133873,0.2761716256793794
LIDOCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.14870769541491016,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.0027264703302126996,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.0027264703302126996,0.27616669974246943
PRILOCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.1398910335406911,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.002558540659480326,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.002558540659480326,0.2761583032589328
DIBUCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.12875684922238012,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.0023464694773116064,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.0023464694773116064,0.27614769969982433
MEPHENYTOIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.12823344753730015,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.00233650032187725,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.00233650032187725,0.2761472012420526
COCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.1219928870258232,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.0022176372774701403,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.0022176372774701403,0.27614125808983225
FOSPHENYTOIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.11836933603443095,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.0021486200310851114,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.0021486200310851114,0.276137807227513
DYCLONINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,0.10991438372177555,1,0.2222222222222222,0.2222222222222222,0.25,0.3333333333333333,0.3710685951089574,0.3127578576537751,0.0,0.2761904761904762,0.2761904761904762,0.001987579789531343,0.3333333333333333,0.32936165485061125,0.1380952380952381,0.001987579789531343,0.2761297552154353
