drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,drug_score
LIFITEGRAST,1,1,0.2030667464397885,0.2030667464397885,0.2030667464397885,0.1234567901234567,0.0787082733165118,0.4070351758793969,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.022383126091374158,0.4752372105186471,0.0,0.0,0.0,0.09659554012940522
ALICAFORSEN,1,1,0.2030667464397885,0.2030667464397885,0.2030667464397885,0.1234567901234567,0.0787082733165118,0.4070351758793969,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.022383126091374158,0.4752372105186471,0.0,0.0,0.0,0.09659554012940522
HYALURONIC ACID,1,1,0.2030667464397885,0.2030667464397885,0.2030667464397885,0.1234567901234567,0.0787082733165118,0.4070351758793969,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.022383126091374158,0.4752372105186471,0.0,0.0,0.0,0.09659554012940522
ENLIMOMAB PEGOL,1,1,0.2030667464397885,0.2030667464397885,0.2030667464397885,0.1234567901234567,0.0787082733165118,0.4070351758793969,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.022383126091374158,0.4752372105186471,0.0,0.0,0.0,0.09659554012940522
AMIODARONE HYDROCHLORIDE,2,1,0.3261877274643937,0.16309386373219684,0.2312218007833804,0.06172839506172835,0.14104938271604933,0.28650381341881287,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04471949263960911,0.3212673817839451,0.0,0.13888888888888887,0.21052631578947367,0.09614194230345008
ECULIZUMAB,1,1,0.1833290882793878,0.1833290882793878,0.1833290882793878,0.1234567901234567,0.0649233318575639,0.3616071428571428,1,0.125,0.125,0.0,0.08333333333333333,0.01880235891582375,0.3992105734404105,0.0,0.11284722222222222,0.17105263157894737,0.09576011335478188
MENINGOCOCCAL GROUP B VACCINE,1,1,0.1833290882793878,0.1833290882793878,0.1833290882793878,0.1234567901234567,0.0649233318575639,0.3616071428571428,1,0.125,0.125,0.0,0.08333333333333333,0.01880235891582375,0.3992105734404105,0.0,0.11284722222222222,0.17105263157894737,0.09576011335478188
DRONEDARONE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
DIBUCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
LIDOCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
MERETHOXYLLINE PROCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
LIDOCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
RILUZOLE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
DYCLONINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
DYCLONINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
RALFINAMIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
QUINIDINE SULFATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
DIBUCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
DICHLOROBENZYL ALCOHOL,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
MEPIVACAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
MEPHENYTOIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
DISOPYRAMIDE PHOSPHATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
MORICIZINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PRILOCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
IRAMPANEL,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
QUINIDINE POLYGALACTURONATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ESLICARBAZEPINE ACETATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PRILOCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ETHOTOIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ETIDOCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PROCAINAMIDE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
EVENAMIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PROCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PHENYTOIN SODIUM,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
FOSPHENYTOIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PROPAFENONE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PHENAZOPYRIDINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PROPARACAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PHENACEMIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ESLICARBAZEPINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
NERISPIRDINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PROPOXYCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
HEXYLCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
INDECAINIDE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
OXCARBAZEPINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ENCAINIDE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ORPHENADRINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ORPHENADRINE CITRATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
PRIMIDONE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
LACOSAMIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
LAMOTRIGINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
QUINIDINE GLUCONATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
NKTR-171,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
HEXYLCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
MEXILETINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
RUFINAMIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
COCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
TETRACAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
CHLOROPROCAINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
VERNAKALANT HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ARTICAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
TETRODOTOXIN,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
CARBAMAZEPINE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
ROPIVACAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
COCAINE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
BENOXINATE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
TOCAINIDE HYDROCHLORIDE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
CENOBAMATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
TOPIRAMATE,2,1,0.3217693266290092,0.1608846633145046,0.2312218007833804,0.055555555555555504,0.1409722222222222,0.2861262121657361,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08333333333333333,0.04391791503849779,0.3127578576537751,0.0,0.13888888888888887,0.21052631578947367,0.09470519816370232
RETEPLASE,2,1,0.3255576916254952,0.1627788458127476,0.175801231537243,0.14197530864197527,0.010385243574592749,0.3359759852216748,1,0.13333333333333333,0.13333333333333333,0.02857142857142857,0.08333333333333333,0.044605192775207046,0.32005397780053035,0.0,0.125,0.18947368421052632,0.09454818284416858
ALTEPLASE,2,1,0.3255576916254952,0.1627788458127476,0.175801231537243,0.14197530864197527,0.010385243574592749,0.3359759852216748,1,0.13333333333333333,0.13333333333333333,0.02857142857142857,0.08333333333333333,0.044605192775207046,0.32005397780053035,0.0,0.125,0.18947368421052632,0.09454818284416858
ANISTREPLASE,2,1,0.3255576916254952,0.1627788458127476,0.175801231537243,0.14197530864197527,0.010385243574592749,0.3359759852216748,1,0.13333333333333333,0.13333333333333333,0.02857142857142857,0.08333333333333333,0.044605192775207046,0.32005397780053035,0.0,0.125,0.18947368421052632,0.09454818284416858
CARBACYCLIN,3,0,0.41989325951467316,0.13996441983822439,0.1447431617691939,0.09053497942386828,0.0018350725063687665,0.3275232075844361,1,0.3,0.3,0.05714285714285714,0.0,0.061719366211556485,0.23217607102872942,0.0,0.3680555555555555,0.5578947368421052,0.09254726802360484
DINOPROSTONE,3,0,0.41989325951467316,0.13996441983822439,0.1447431617691939,0.09053497942386828,0.0018350725063687665,0.3275232075844361,1,0.3,0.3,0.05714285714285714,0.0,0.061719366211556485,0.23217607102872942,0.0,0.3680555555555555,0.5578947368421052,0.09254726802360484
DINOPROST,3,0,0.41989325951467316,0.13996441983822439,0.1447431617691939,0.09053497942386828,0.0018350725063687665,0.3275232075844361,1,0.3,0.3,0.05714285714285714,0.0,0.061719366211556485,0.23217607102872942,0.0,0.3680555555555555,0.5578947368421052,0.09254726802360484
U46619,3,0,0.41989325951467316,0.13996441983822439,0.1447431617691939,0.09053497942386828,0.0018350725063687665,0.3275232075844361,1,0.3,0.3,0.05714285714285714,0.0,0.061719366211556485,0.23217607102872942,0.0,0.3680555555555555,0.5578947368421052,0.09254726802360484
ILOPROST,3,0,0.41989325951467316,0.13996441983822439,0.1447431617691939,0.09053497942386828,0.0018350725063687665,0.3275232075844361,1,0.3,0.3,0.05714285714285714,0.0,0.061719366211556485,0.23217607102872942,0.0,0.3680555555555555,0.5578947368421052,0.09254726802360484
MB-28767,3,0,0.41989325951467316,0.13996441983822439,0.1447431617691939,0.09053497942386828,0.0018350725063687665,0.3275232075844361,1,0.3,0.3,0.05714285714285714,0.0,0.061719366211556485,0.23217607102872942,0.0,0.3680555555555555,0.5578947368421052,0.09254726802360484
AVORALSTAT,1,1,0.1837593704419889,0.1837593704419889,0.1837593704419889,0.1728395061728395,0.0322847589992812,0.3461538461538461,1,0.06666666666666667,0.06666666666666667,0.0,0.08333333333333333,0.01888041986062003,0.40086795880758364,0.0,0.02777777777777778,0.04210526315789474,0.08751738890437266
DANAZOL,2,0,0.2926901777411643,0.14634508887058215,0.1497564600882522,0.11111111111111105,0.020496102609787653,0.3074280528908478,2,0.125,0.09583333333333333,0.02857142857142857,0.0,0.03864243296335254,0.2567534958122154,0.16666666666666666,0.11284722222222222,0.10657894736842104,0.08681194747243932
GNE-7883,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.019324244623674647,0.4102912199504702,0.0,0.0,0.0,0.08624186525063879
HEPATITIS B VACCINE,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.019324244623674647,0.4102912199504702,0.0,0.0,0.0,0.08624186525063879
VACCINE,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.019324244623674647,0.4102912199504702,0.0,0.0,0.0,0.08624186525063879
MIGALASTAT,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.019324244623674647,0.4102912199504702,0.0,0.0,0.0,0.08624186525063879
ABT-510,1,1,0.1843990896784126,0.1843990896784126,0.1843990896784126,0.1111111111111111,0.0430713795990036,0.3990147783251231,1,0.047619047619047616,0.047619047619047616,0.0,0.08333333333333333,0.018996476467981378,0.403332065837116,0.0,0.0,0.0,0.08513243850249701
CYTARABINE,2,1,0.3130006051751184,0.1565003025875592,0.172297774510919,0.08024691358024685,0.0331370337795925,0.35611696040283813,1,0.09523809523809523,0.09523809523809523,0.02857142857142857,0.08333333333333333,0.04232711081550078,0.29586992702397524,0.0,0.06944444444444443,0.10526315789473684,0.0849094032801885
OCRIPLASMIN,2,0,0.1941974775911599,0.09709873879557995,0.1033982175768133,0.03086419753086415,0.01234567901234565,0.24808633984353012,1,0.5,0.5,0.02857142857142857,0.0,0.020774080757514943,0.06706359672927524,0.0,0.6597222222222222,1.0,0.08447229216883079
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,2,0,0.1941974775911599,0.09709873879557995,0.1033982175768133,0.03086419753086415,0.01234567901234565,0.24808633984353012,1,0.5,0.5,0.02857142857142857,0.0,0.020774080757514943,0.06706359672927524,0.0,0.6597222222222222,1.0,0.08447229216883079
ROSUVASTATIN,1,1,0.1697438245643551,0.1697438245643551,0.1697438245643551,0.1358024691358024,0.025789519578722,0.3476394849785407,1,0.1,0.1,0.0,0.08333333333333333,0.01633774705626779,0.34688208007603066,0.0,0.0763888888888889,0.11578947368421054,0.08377208364488037
