drug,community,targets_in_module,module_size,module_coverage
LY2087101,3,1,9,0.1111111111111111
LY2245461,1,1,19,0.05263157894736842
MAFOSFAMIDE,1,1,19,0.05263157894736842
MANNOSE-BINDING LECTIN,4,1,6,0.16666666666666666
MARGETUXIMAB-CMKB,1,2,19,0.10526315789473684
MASITINIB,1,1,19,0.05263157894736842
MATRIX METALLOPROTEINASE INHIBITOR,1,1,19,0.05263157894736842
MAVACAMTEN,6,1,9,0.1111111111111111
MB-28767,5,3,8,0.375
MECAMYLAMINE,3,1,9,0.1111111111111111
MEDI-5117,1,1,19,0.05263157894736842
MELAGATRAN,2,2,12,0.16666666666666666
MELPHALAN,3,1,9,0.1111111111111111
MENERBA,1,1,19,0.05263157894736842
MENINGOCOCCAL GROUP B VACCINE,4,1,6,0.16666666666666666
MEPHENYTOIN,6,2,9,0.2222222222222222
MEPIVACAINE HYDROCHLORIDE,6,2,9,0.2222222222222222
MERCAPTOPURINE,3,1,9,0.1111111111111111
MERETHOXYLLINE PROCAINE,6,2,9,0.2222222222222222
METFORMIN,3,1,9,0.1111111111111111
METHADONE HYDROCHLORIDE,6,1,9,0.1111111111111111
METHOTREXATE,1,1,19,0.05263157894736842
METHYLENE BLUE ANHYDROUS,2,1,12,0.08333333333333333
METHYLTHIONINIUM CHLORIDE,2,1,12,0.08333333333333333
METRELEPTIN,3,1,9,0.1111111111111111
METRONIDAZOLE,1,1,19,0.05263157894736842
MEXILETINE,6,1,9,0.1111111111111111
MEXILETINE HYDROCHLORIDE,6,2,9,0.2222222222222222
MF101,1,1,19,0.05263157894736842
MIBAVADEMAB,3,1,9,0.1111111111111111
MICROCYSTIN-LR,2,1,12,0.08333333333333333
MIDOSTAURIN,1,2,19,0.10526315789473684
MIGALASTAT,1,1,19,0.05263157894736842
MILCICLIB,3,1,9,0.1111111111111111
MILVEXIAN,2,1,12,0.08333333333333333
MISOPROSTOL,5,1,8,0.125
MITOGEN-ACTIVATED PROTEIN KINASE INHIBITOR,3,1,9,0.1111111111111111
MITOMYCIN,2,1,12,0.08333333333333333
MK-2461,1,1,19,0.05263157894736842
MK-6913,1,1,19,0.05263157894736842
MONTEPLASE,2,1,12,0.08333333333333333
MORICIZINE,6,1,9,0.1111111111111111
MORICIZINE HYDROCHLORIDE,6,2,9,0.2222222222222222
MOTESANIB,1,1,19,0.05263157894736842
MRA 003 US,1,1,19,0.05263157894736842
MRE-269,5,1,8,0.125
MUROMONAB-CD3,1,1,19,0.05263157894736842
NA+,6,1,9,0.1111111111111111
NARINGENIN,1,1,19,0.05263157894736842
NATALIZUMAB,0,1,3,0.3333333333333333
NAVOXIMOD,0,1,3,0.3333333333333333
NELFINAVIR,1,1,19,0.05263157894736842
NEMIRALISIB,2,1,12,0.08333333333333333
NEOLYMPHOSTIN A,2,1,12,0.08333333333333333
NERATINIB,1,1,19,0.05263157894736842
NERISPIRDINE,6,2,9,0.2222222222222222
NICOTINE POLACRILEX,3,1,9,0.1111111111111111
NICOTINE POLACRILEX,5,1,8,0.125
NILOTINIB,1,1,19,0.05263157894736842
NIMUSTINE,3,1,9,0.1111111111111111
NINTEDANIB ESYLATE,1,1,19,0.05263157894736842
NIP-142,6,1,9,0.1111111111111111
NKTR-171,6,2,9,0.2222222222222222
NONACOG ALFA,2,1,12,0.08333333333333333
NORENDOXIFEN,1,1,19,0.05263157894736842
NORETHINDRONE,2,1,12,0.08333333333333333
NORETHINDRONE ACETATE,5,1,8,0.125
NTP42,5,1,8,0.125
NVP-CLR457,2,1,12,0.08333333333333333
NVP-TAE684,1,1,19,0.05263157894736842
NYSTATIN,2,1,12,0.08333333333333333
OCRIPLASMIN,0,2,3,0.6666666666666666
OCTANOL,4,2,6,0.3333333333333333
ODIPARCIL,2,1,12,0.08333333333333333
OKADAIC ACID,2,1,12,0.08333333333333333
OLAPARIB,1,1,19,0.05263157894736842
OLOKIZUMAB,1,1,19,0.05263157894736842
OMECAMTIV MECARBIL,6,1,9,0.1111111111111111
OMIDENEPAG,5,1,8,0.125
OMIPALISIB,2,1,12,0.08333333333333333
ONC201,2,1,12,0.08333333333333333
ONO-3708,5,1,8,0.125
ONO-8711,5,1,8,0.125
ORANTINIB,1,1,19,0.05263157894736842
ORPHENADRINE CITRATE,6,2,9,0.2222222222222222
ORPHENADRINE HYDROCHLORIDE,6,2,9,0.2222222222222222
OSOCIMAB,2,1,12,0.08333333333333333
OSPEMIFENE,1,1,19,0.05263157894736842
OXALIPLATIN,3,1,9,0.1111111111111111
OXCARBAZEPINE,6,2,9,0.2222222222222222
OXYMETHOLONE,2,1,12,0.08333333333333333
P2PAL18S,5,1,8,0.125
PACLITAXEL,1,1,19,0.05263157894736842
PACLITAXEL,3,1,9,0.1111111111111111
PALBOCICLIB,1,1,19,0.05263157894736842
PALBOCICLIB,3,1,9,0.1111111111111111
PAMITEPLASE,2,1,12,0.08333333333333333
PANITUMUMAB,3,1,9,0.1111111111111111
PANULISIB,2,1,12,0.08333333333333333
PAXALISIB,2,1,12,0.08333333333333333
PAZOPANIB,1,1,19,0.05263157894736842
PAZOPANIB HYDROCHLORIDE,1,1,19,0.05263157894736842
PBT-3,5,1,8,0.125
PCC0105003,1,1,19,0.05263157894736842
PCC0208017,1,1,19,0.05263157894736842
PD-0166285,1,1,19,0.05263157894736842
PD-98059,2,1,12,0.08333333333333333
PEGINTERFERON ALFA-2A,1,2,19,0.10526315789473684
PEGINTERFERON ALFA-2A,3,1,9,0.1111111111111111
PEGINTERFERON ALFA-2B,1,2,19,0.10526315789473684
PEGINTERFERON ALFACON-1,1,1,19,0.05263157894736842
PEGINTERFERON BETA-1A,1,1,19,0.05263157894736842
PEGMUSIRUDIN,2,1,12,0.08333333333333333
PEGNIVACOGIN,2,1,12,0.08333333333333333
PEGPLERANIB SODIUM,1,1,19,0.05263157894736842
PENICILLIN,1,1,19,0.05263157894736842
PENTETIC ACID,3,1,9,0.1111111111111111
PENTOXIFYLLINE,2,1,12,0.08333333333333333
PETROSIOL A,1,1,19,0.05263157894736842
PF-00477736,3,1,9,0.1111111111111111
PF-01247324,6,1,9,0.1111111111111111
PF-04236921,1,1,19,0.05263157894736842
PF-04418948,5,1,8,0.125
PF-04531083,6,1,9,0.1111111111111111
PF-04691502,2,1,12,0.08333333333333333
PF-04691502,3,1,9,0.1111111111111111
PF-04852946,5,1,8,0.125
PF-06843195,2,1,12,0.08333333333333333
PF-562271,1,1,19,0.05263157894736842
PGD2,5,2,8,0.25
PGN-9856,5,1,8,0.125
PHENACEMIDE,6,2,9,0.2222222222222222
PHENAZOPYRIDINE HYDROCHLORIDE,6,2,9,0.2222222222222222
PHENYLEPHRINE,2,1,12,0.08333333333333333
PHENYTOIN SODIUM,6,2,9,0.2222222222222222
PHORBOL 12-MYRISTATE 13-ACETATE,1,1,19,0.05263157894736842
PHORBOL 12-MYRISTATE 13-ACETATE,6,1,9,0.1111111111111111
PHOSPHODIESTERASE INHIBITOR,3,1,9,0.1111111111111111
PHTPP,1,1,19,0.05263157894736842
PHYTOSTEROL,5,1,8,0.125
PI 3-KG INHIBITOR II,2,1,12,0.08333333333333333
PI-103,2,1,12,0.08333333333333333
PICIBANIL,1,1,19,0.05263157894736842
PICIBANIL,2,1,12,0.08333333333333333
PICTILISIB,2,1,12,0.08333333333333333
PIK-108,2,1,12,0.08333333333333333
PIK-75,2,1,12,0.08333333333333333
PILARALISIB,2,1,12,0.08333333333333333
PILSICAINIDE,6,1,9,0.1111111111111111
PIM447,2,2,12,0.16666666666666666
PIP2,6,1,9,0.1111111111111111
PLASMIN,2,4,12,0.3333333333333333
PLASMINOGEN,2,3,12,0.25
POLO-LIKE KINASE 1 INHIBITOR GSK461364,3,1,9,0.1111111111111111
POLY IC,1,1,19,0.05263157894736842
PONATINIB,1,1,19,0.05263157894736842
PP-121,2,1,12,0.08333333333333333
PP2,1,1,19,0.05263157894736842
PQR620,2,1,12,0.08333333333333333
PRAVASTATIN SODIUM,5,1,8,0.125
PREDNISOLONE,1,1,19,0.05263157894736842
PREDNISOLONE,2,1,12,0.08333333333333333
PREDNISONE,1,1,19,0.05263157894736842
PREDNISONE,2,1,12,0.08333333333333333
PREDNISONE,5,1,8,0.125
PRENYLAMINE,6,1,9,0.1111111111111111
PRILOCAINE,6,2,9,0.2222222222222222
PRILOCAINE HYDROCHLORIDE,6,2,9,0.2222222222222222
PRIMIDONE,6,2,9,0.2222222222222222
PRINABEREL,1,1,19,0.05263157894736842
PROCAINAMIDE,6,1,9,0.1111111111111111
PROCAINAMIDE HYDROCHLORIDE,6,2,9,0.2222222222222222
PROCAINE,6,1,9,0.1111111111111111
PROCAINE HYDROCHLORIDE,6,2,9,0.2222222222222222
PROPAFENONE,6,1,9,0.1111111111111111
PROPAFENONE HYDROCHLORIDE,6,2,9,0.2222222222222222
PROPARACAINE,6,1,9,0.1111111111111111
PROPARACAINE HYDROCHLORIDE,6,2,9,0.2222222222222222
PROPOXYCAINE HYDROCHLORIDE,6,2,9,0.2222222222222222
PROTEASE INHIBITOR,1,1,19,0.05263157894736842
PROTEASE INHIBITOR,6,1,9,0.1111111111111111
PROTEASOME INHIBITOR,1,1,19,0.05263157894736842
PTHRP,3,1,9,0.1111111111111111
PUQUITINIB,1,1,19,0.05263157894736842
PUQUITINIB,2,1,12,0.08333333333333333
PUROMYCIN,1,1,19,0.05263157894736842
PYRIDOXAL PHOSPHATE ANHYDROUS,2,1,12,0.08333333333333333
PYRIMETHAMINE,5,1,8,0.125
QUERCETIN,2,1,12,0.08333333333333333
QUERCETIN,5,1,8,0.125
QUINESTROL,1,1,19,0.05263157894736842
QUINIDINE,6,1,9,0.1111111111111111
QUINIDINE GLUCONATE,6,2,9,0.2222222222222222
QUINIDINE POLYGALACTURONATE,6,2,9,0.2222222222222222
QUINIDINE SULFATE,6,2,9,0.2222222222222222
QUINOSTATIN,2,1,12,0.08333333333333333
QUIZARTINIB,1,1,19,0.05263157894736842
"R,R-THC",1,1,19,0.05263157894736842
R1295,0,1,3,0.3333333333333333
RABEPRAZOLE,1,1,19,0.05263157894736842
RADIOSUMIN B,2,1,12,0.08333333333333333
RALFINAMIDE,6,2,9,0.2222222222222222
RALOXIFEN,1,1,19,0.05263157894736842
RALOXIFENE HYDROCHLORIDE,1,2,19,0.10526315789473684
RAMATROBAN,5,1,8,0.125
RANOLAZINE,2,1,12,0.08333333333333333
RANOLAZINE,6,1,9,0.1111111111111111
RASGRP ACTIVATOR 1,6,1,9,0.1111111111111111
REBASTINIB,1,1,19,0.05263157894736842
RECOMBINANT CYTOKINE,1,1,19,0.05263157894736842
RECOMBINANT CYTOKINE,5,1,8,0.125
RECOMBINANT EOTAXIN,1,1,19,0.05263157894736842
RECOMBINANT EOTAXIN,2,1,12,0.08333333333333333
RECOMBINANT FLT3 LIGAND,1,1,19,0.05263157894736842
RECOMBINANT HUMAN MONOCYTE CHEMOATTRACTANT PROTEIN-2,1,1,19,0.05263157894736842
RECOMBINANT HUMAN STEM CELL FACTOR,1,1,19,0.05263157894736842
RECOMBINANT HUMAN STEM CELL FACTOR,3,1,9,0.1111111111111111
RECOMBINANT INTERFERON GAMMA,1,1,19,0.05263157894736842
RECOMBINANT INTERLEUKIN-8,1,1,19,0.05263157894736842
REGORAFENIB,1,1,19,0.05263157894736842
REPAGLINIDE,3,2,9,0.2222222222222222
RETEPLASE,2,2,12,0.16666666666666666
RG-1530,1,1,19,0.05263157894736842
RIBAVIRIN,1,1,19,0.05263157894736842
RIBAVIRIN,2,1,12,0.08333333333333333
RIBAVIRIN,3,1,9,0.1111111111111111
RIBOCICLIB,1,1,19,0.05263157894736842
RIBOCICLIB,3,1,9,0.1111111111111111
RILAPLADIB,5,1,8,0.125
RILPIVIRINE,6,1,9,0.1111111111111111
RILUZOLE,6,2,9,0.2222222222222222
RINUCUMAB,1,1,19,0.05263157894736842
RIPRETINIB,1,1,19,0.05263157894736842
RISOVALISIB,2,1,12,0.08333333333333333
RITONAVIR,5,2,8,0.25
RITUXIMAB,1,4,19,0.21052631578947367
RIVAROXABAN,2,1,12,0.08333333333333333
RIVASTIGMINE,5,1,8,0.125
ROMIDEPSIN,3,1,9,0.1111111111111111
ROMIPLOSTIM,1,1,19,0.05263157894736842
RONICICLIB,3,1,9,0.1111111111111111
RONOPTERIN,1,1,19,0.05263157894736842
ROPEGINTERFERON ALFA-2B,1,1,19,0.05263157894736842
ROPIVACAINE,6,1,9,0.1111111111111111
ROPIVACAINE HYDROCHLORIDE,6,2,9,0.2222222222222222
ROSUVASTATIN,5,1,8,0.125
RUBOXISTAURIN,2,1,12,0.08333333333333333
RUBOXISTAURIN,6,1,9,0.1111111111111111
RUFINAMIDE,6,2,9,0.2222222222222222
RUXOLITINIB,1,1,19,0.05263157894736842
RV1729,2,1,12,0.08333333333333333
RV6153,2,1,12,0.08333333333333333
S-5751,5,1,8,0.125
SACITUZUMAB GOVITECAN,1,1,19,0.05263157894736842
SAFINAMIDE,6,1,9,0.1111111111111111
SALVIANOLIC ACID B,1,1,19,0.05263157894736842
SAMOTOLISIB,2,1,12,0.08333333333333333
SAPANISERTIB,2,1,12,0.08333333333333333
SAPANISERTIB,3,1,9,0.1111111111111111
SAPROPTERIN,1,1,19,0.05263157894736842
SAQUINAVIR,1,1,19,0.05263157894736842
SAR260301,2,1,12,0.08333333333333333
SARILUMAB,1,1,19,0.05263157894736842
SATRALIZUMAB,1,1,19,0.05263157894736842
SELECTIVE ESTROGEN RECEPTOR MODULATOR,1,1,19,0.05263157894736842
SELENIUM,1,1,19,0.05263157894736842
SELETALISIB,2,1,12,0.08333333333333333
SENKTIDE,0,1,3,0.3333333333333333
SEPETAPROST,5,1,8,0.125
SERABELISIB,2,1,12,0.08333333333333333
SERALUTINIB,1,1,19,0.05263157894736842
SETMELANOTIDE,3,2,9,0.2222222222222222
SGI-1776,2,2,12,0.16666666666666666
SIFALIMUMAB,1,1,19,0.05263157894736842
SIGNAL TRANSDUCTION INHIBITOR,1,1,19,0.05263157894736842
SILDENAFIL,1,1,19,0.05263157894736842
SILIBININ,2,1,12,0.08333333333333333
SILMITASERTIB,2,1,12,0.08333333333333333
SILTUXIMAB,1,1,19,0.05263157894736842
SIMVASTATIN,3,1,9,0.1111111111111111
SIMVASTATIN,5,1,8,0.125
SIROLIMUS,3,2,9,0.2222222222222222
SIRUKUMAB,1,2,19,0.10526315789473684
SIVIFENE,1,1,19,0.05263157894736842
SLIGKV-NH2,5,1,8,0.125
SLIGRL-NH2,5,1,8,0.125
SNS-314,1,1,19,0.05263157894736842
SODIUM CHLORIDE,1,1,19,0.05263157894736842
SODIUM SALICYLATE,3,1,9,0.1111111111111111
SOMATROPIN (RECOMBINANT DNA ORIGIN),2,2,12,0.16666666666666666
SORAFENIB,1,2,19,0.10526315789473684
SOTRASTAURIN,1,1,19,0.05263157894736842
SOTRASTAURIN,6,1,9,0.1111111111111111
SOY PROTEIN ISOLATE,5,1,8,0.125
SOYBEAN SEED OIL,5,1,8,0.125
SPIRONOLACTONE,1,1,19,0.05263157894736842
SQ-29548,5,1,8,0.125
SR-123781A,2,1,12,0.08333333333333333
STA2,5,1,8,0.125
STAUROSPORINE,2,2,12,0.16666666666666666
STAUROSPORINE,5,1,8,0.125
STREPTOKINASE,2,1,12,0.08333333333333333
STREPTOZOCIN,1,1,19,0.05263157894736842
STREPTOZOCIN,2,1,12,0.08333333333333333
STX-478,2,1,12,0.08333333333333333
SU-014813,1,1,19,0.05263157894736842
SULFATED PENTAGALLOYLGLUCOSIDE,2,1,12,0.08333333333333333
SULPROSTONE,5,1,8,0.125
SUNITINIB,1,2,19,0.10526315789473684
SUTIMLIMAB,4,1,6,0.16666666666666666
"SYNTHETIC CONJUGATED ESTROGENS, B",1,1,19,0.05263157894736842
TAFLUPROST,5,1,8,0.125
TAFLUPROST ACID,5,1,8,0.125
TAK-593,1,1,19,0.05263157894736842
TAMATINIB,1,1,19,0.05263157894736842
TAMOXIFEN,1,1,19,0.05263157894736842
TAMOXIFEN,2,2,12,0.16666666666666666
TANDUTINIB,1,1,19,0.05263157894736842
TAPRENEPAG,5,1,8,0.125
TAS-108,1,1,19,0.05263157894736842
TASELISIB,2,1,12,0.08333333333333333
TELATINIB,1,1,19,0.05263157894736842
TEMOZOLOMIDE,3,1,9,0.1111111111111111
TENALISIB,2,1,12,0.08333333333333333
TENECTEPLASE,2,1,12,0.08333333333333333
TERUTROBAN,5,1,8,0.125
TESMILIFENE,1,1,19,0.05263157894736842
TESTOSTERONE,1,1,19,0.05263157894736842
TETRACAINE,6,2,9,0.2222222222222222
TETRADECANOYLPHORBOL ACETATE,1,1,19,0.05263157894736842
TETRODOTOXIN,6,2,9,0.2222222222222222
TG-100-115,2,1,12,0.08333333333333333
TG100-801,1,1,19,0.05263157894736842
TG11-77,5,1,8,0.125
TG4-155,5,1,8,0.125
TG6-129,5,1,8,0.125
TG7-171,5,1,8,0.125
TG8-260,5,1,8,0.125
THALIDOMIDE,1,2,19,0.10526315789473684
THALIDOMIDE,2,1,12,0.08333333333333333
THERAPEUTIC CORTICOSTEROID,5,2,8,0.25
THROMBIN,2,2,12,0.16666666666666666
TIAPRIDE,6,1,9,0.1111111111111111
TILARGININE,1,1,19,0.05263157894736842
TILARGININE ACETATE,1,1,19,0.05263157894736842
TIPIFARNIB,3,1,9,0.1111111111111111
TIROFIBAN,2,3,12,0.25
TIVOZANIB HYDROCHLORIDE,1,1,19,0.05263157894736842
TNP-470,2,1,12,0.08333333333333333
TOCAINIDE,6,1,9,0.1111111111111111
TOCAINIDE HYDROCHLORIDE,6,2,9,0.2222222222222222
TOCILIZUMAB,1,2,19,0.10526315789473684
TOLPERISONE,1,1,19,0.05263157894736842
TOMIVOSERTIB,1,1,19,0.05263157894736842
TOPIRAMATE,6,2,9,0.2222222222222222
TOREMIFENE,1,1,19,0.05263157894736842
TOZASERTIB,1,1,19,0.05263157894736842
TRAMETINIB DIMETHYL SULFOXIDE,3,1,9,0.1111111111111111
TRANEXAMIC ACID,2,1,12,0.08333333333333333
TRANS-CINNAMOYL-LIGRLO [N-[3H]PROPIONYL]-NH2,5,1,8,0.125
TRAPIDIL,1,1,19,0.05263157894736842
TRENONACOG ALFA,2,1,12,0.08333333333333333
TREPROSTINIL,5,1,8,0.125
TRETINOIN,5,1,8,0.125
TRIAMCINOLONE,5,1,8,0.125
TRILOSTANE,1,1,19,0.05263157894736842
TROGLITAZONE,5,1,8,0.125
TROPLASMINOGEN ALFA,2,1,12,0.08333333333333333
TTP889,2,1,12,0.08333333333333333
TYROSINE KINASE INHIBITOR,2,1,12,0.08333333333333333
U46609,5,1,8,0.125
U46619,5,3,8,0.375
UAMC00039,1,1,19,0.05263157894736842
UBENIMEX,1,1,19,0.05263157894736842
UCB-1184197,0,1,3,0.3333333333333333
ULIXERTINIB,3,1,9,0.1111111111111111
UROKINASE,1,1,19,0.05263157894736842
UROKINASE,2,1,12,0.08333333333333333
UZANSERTIB,2,2,12,0.16666666666666666
VACCINE,1,1,19,0.05263157894736842
VALPROIC ACID,3,1,9,0.1111111111111111
VALZIFLOCEPT,1,1,19,0.05263157894736842
VANDETANIB,1,1,19,0.05263157894736842
VAPIPROST,5,1,8,0.125
VARGATEF,1,1,19,0.05263157894736842
VATALANIB,1,1,19,0.05263157894736842
VEDOLIZUMAB,0,1,3,0.3333333333333333
VEMURAFENIB,3,1,9,0.1111111111111111
VERAPAMIL,6,1,9,0.1111111111111111
VERNAKALANT HYDROCHLORIDE,6,2,9,0.2222222222222222
VIAGENPUMATUCEL-L,1,1,19,0.05263157894736842
VINBLASTINE,3,1,9,0.1111111111111111
VINCRISTINE,1,2,19,0.10526315789473684
VINCRISTINE,2,1,12,0.08333333333333333
VITAMIN A PALMITATE,1,1,19,0.05263157894736842
VITAMIN B6,1,1,19,0.05263157894736842
VITAMIN B6,2,1,12,0.08333333333333333
VITAMIN E,5,1,8,0.125
VITAMIN K,1,1,19,0.05263157894736842
VITAMIN K3,2,2,12,0.16666666666666666
VOBARILIZUMAB,1,1,19,0.05263157894736842
VON WILLEBRAND FACTOR,2,2,12,0.16666666666666666
VONICOG ALFA,2,1,12,0.08333333333333333
VORUCICLIB,2,1,12,0.08333333333333333
VS-5584,2,1,12,0.08333333333333333
VULOLISIB,2,1,12,0.08333333333333333
WARFARIN,1,1,19,0.05263157894736842
WARFARIN,2,1,12,0.08333333333333333
WAY200070,1,1,19,0.05263157894736842
WORTMANNIN,2,1,12,0.08333333333333333
X-82,1,1,19,0.05263157894736842
XIMELAGATRAN,2,1,12,0.08333333333333333
XL-820,1,1,19,0.05263157894736842
XL-999,1,1,19,0.05263157894736842
XL413,2,1,12,0.08333333333333333
XL820,1,1,19,0.05263157894736842
XL999,1,1,19,0.05263157894736842
YSIL6,1,1,19,0.05263157894736842
ZANDELISIB,2,1,12,0.08333333333333333
ZILTIVEKIMAB,1,1,19,0.05263157894736842
ZONISAMIDE,6,3,9,0.3333333333333333
ZSTK474,2,1,12,0.08333333333333333
[125I]BOP,5,1,8,0.125
[125I]EPIBATIDINE,3,1,9,0.1111111111111111
[125I]PTA-OH,5,1,8,0.125
[125I]SAP,5,1,8,0.125
[125I]SQ-29548,5,1,8,0.125
[3H]2-FUROYL-LIGRL-NH2,5,1,8,0.125
[3H]CYTISINE,3,1,9,0.1111111111111111
[3H]PGF2&ALPHA;,5,1,8,0.125
[3H]SQ-29548,5,1,8,0.125
